0.00.938.819 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.939.137 W srv  llama_server: -----------------
0.00.939.139 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.939.139 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.939.139 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.939.140 W srv  llama_server: -----------------
0.00.940.506 I srv    load_model: loading model '/home/REDACTED/Bonsai-demo/models/bonsai2-gguf/27B/Ternary-Bonsai-2-27B-PQ2_0.gguf'
0.08.368.481 I cmn          init: llama threadpool init, n_threads = 20
0.09.282.420 I srv    load_model: initializing, n_slots = 12, n_ctx_slot = 1024, kv_unified = 'false'
0.09.286.239 I srv          init: chat template supports preserving reasoning, consider enabling it via --reasoning-preserve
0.09.286.284 I srv  llama_server: model loaded
0.09.286.288 I srv  llama_server: listening on http://127.0.0.1:8095
1.54.965.156 I slot get_availabl: id 11 | task -1 | selected slot by LRU, t_last = -1
3.23.480.524 I slot      release: id  7 | task 70 | stop processing: n_tokens = 269, truncated = 0
3.23.481.053 I slot print_timing: id  8 | task 69 | prompt eval time =    3955.11 ms /    19 tokens (  208.16 ms per token,     4.80 tokens per second)
3.23.481.057 I slot print_timing: id  8 | task 69 |        eval time =   71728.10 ms /   256 tokens (  281.29 ms per token,     3.56 tokens per second)
3.23.481.057 I slot print_timing: id  8 | task 69 |       total time =   75683.21 ms /   275 tokens
3.23.481.058 I slot print_timing: id  8 | task 69 |    graphs reused =        316
3.23.481.076 I slot      release: id  8 | task 69 | stop processing: n_tokens = 274, truncated = 0
3.23.481.628 I slot print_timing: id  9 | task 68 | prompt eval time =    3957.61 ms /    19 tokens (  208.30 ms per token,     4.80 tokens per second)
3.23.481.631 I slot print_timing: id  9 | task 68 |        eval time =   71726.17 ms /   256 tokens (  281.28 ms per token,     3.56 tokens per second)
3.23.481.632 I slot print_timing: id  9 | task 68 |       total time =   75683.78 ms /   275 tokens
3.23.481.634 I slot print_timing: id  9 | task 68 |    graphs reused =        316
3.23.481.653 I slot      release: id  9 | task 68 | stop processing: n_tokens = 274, truncated = 0
3.23.482.039 I slot print_timing: id 10 | task 67 | prompt eval time =    3959.25 ms /    18 tokens (  219.96 ms per token,     4.55 tokens per second)
3.23.482.043 I slot print_timing: id 10 | task 67 |        eval time =   71724.94 ms /   256 tokens (  281.27 ms per token,     3.56 tokens per second)
3.23.482.043 I slot print_timing: id 10 | task 67 |       total time =   75684.19 ms /   274 tokens
3.23.482.043 I slot print_timing: id 10 | task 67 |    graphs reused =        316
3.23.482.061 I slot      release: id 10 | task 67 | stop processing: n_tokens = 273, truncated = 0
3.23.482.593 I slot print_timing: id 11 | task 66 | prompt eval time =    3961.53 ms /    17 tokens (  233.03 ms per token,     4.29 tokens per second)
3.23.482.597 I slot print_timing: id 11 | task 66 |        eval time =   71723.22 ms /   256 tokens (  281.27 ms per token,     3.56 tokens per second)
3.23.482.598 I slot print_timing: id 11 | task 66 |       total time =   75684.74 ms /   273 tokens
3.23.482.598 I slot print_timing: id 11 | task 66 |    graphs reused =        316
3.23.482.613 I slot      release: id 11 | task 66 | stop processing: n_tokens = 272, truncated = 0
4.24.675.617 I slot get_availabl: id 10 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.066
4.24.903.003 I slot launch_slot_: id 10 | task 335 | processing task, is_child = 0
4.40.538.370 I slot print_timing: id 10 | task 335 | n_gen =    100, tg =   8.26 t/s, tg_3s =   8.35 t/s
4.43.635.096 I slot print_timing: id 10 | task 335 | n_gen =    126, tg =   8.29 t/s, tg_3s =   8.40 t/s
4.46.726.663 I slot print_timing: id 10 | task 335 | n_gen =    152, tg =   8.31 t/s, tg_3s =   8.41 t/s
4.49.839.729 I slot print_timing: id 10 | task 335 | n_gen =    178, tg =   8.32 t/s, tg_3s =   8.35 t/s
4.52.930.988 I slot print_timing: id 10 | task 335 | n_gen =    204, tg =   8.33 t/s, tg_3s =   8.41 t/s
4.56.041.942 I slot print_timing: id 10 | task 335 | n_gen =    230, tg =   8.33 t/s, tg_3s =   8.36 t/s
4.59.094.608 I slot print_timing: id 10 | task 335 | n_gen =    255, tg =   8.32 t/s, tg_3s =   8.19 t/s
4.59.209.091 I slot print_timing: id 10 | task 335 | prompt eval time =     297.58 ms /     4 tokens (   74.39 ms per token,    13.44 tokens per second)
4.59.209.095 I slot print_timing: id 10 | task 335 |        eval time =   30651.26 ms /   256 tokens (  120.20 ms per token,     8.32 tokens per second)
4.59.209.096 I slot print_timing: id 10 | task 335 |       total time =   30948.84 ms /   260 tokens
4.59.209.102 I slot print_timing: id 10 | task 335 |    graphs reused =        569
4.59.209.148 I slot      release: id 10 | task 335 | stop processing: n_tokens = 273, truncated = 0
4.59.446.582 I slot get_availabl: id  7 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.052
4.59.446.901 I slot launch_slot_: id  7 | task 592 | processing task, is_child = 0
4.59.447.227 I slot get_availabl: id  8 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.069
4.59.447.262 I slot launch_slot_: id  8 | task 593 | processing task, is_child = 0
4.59.837.140 I slot get_availabl: id 10 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.066
4.59.837.349 I slot launch_slot_: id 10 | task 595 | processing task, is_child = 0
4.59.837.688 I slot get_availabl: id  4 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.062
4.59.837.735 I slot launch_slot_: id  4 | task 596 | processing task, is_child = 0
5.38.262.964 I slot print_timing: id  7 | task 592 | n_gen =    100, tg =   2.58 t/s, tg_3s =   2.60 t/s
5.38.263.780 I slot print_timing: id  8 | task 593 | n_gen =    100, tg =   2.58 t/s, tg_3s =   2.60 t/s
5.38.646.535 I slot print_timing: id  4 | task 596 | n_gen =    100, tg =   2.59 t/s, tg_3s =   2.62 t/s
5.38.648.404 I slot print_timing: id 10 | task 595 | n_gen =    100, tg =   2.59 t/s, tg_3s =   2.62 t/s
5.41.413.777 I slot print_timing: id  7 | task 592 | n_gen =    108, tg =   2.57 t/s, tg_3s =   2.54 t/s
5.41.414.066 I slot print_timing: id  8 | task 593 | n_gen =    108, tg =   2.57 t/s, tg_3s =   2.54 t/s
5.41.778.586 I slot print_timing: id  4 | task 596 | n_gen =    108, tg =   2.59 t/s, tg_3s =   2.55 t/s
5.41.780.692 I slot print_timing: id 10 | task 595 | n_gen =    108, tg =   2.59 t/s, tg_3s =   2.55 t/s
5.44.537.406 I slot print_timing: id  7 | task 592 | n_gen =    116, tg =   2.57 t/s, tg_3s =   2.56 t/s
5.44.538.113 I slot print_timing: id  8 | task 593 | n_gen =    116, tg =   2.57 t/s, tg_3s =   2.56 t/s
5.44.920.558 I slot print_timing: id  4 | task 596 | n_gen =    116, tg =   2.59 t/s, tg_3s =   2.55 t/s
5.44.922.045 I slot print_timing: id 10 | task 595 | n_gen =    116, tg =   2.59 t/s, tg_3s =   2.55 t/s
5.47.602.898 I slot print_timing: id  7 | task 592 | n_gen =    124, tg =   2.58 t/s, tg_3s =   2.61 t/s
5.47.603.470 I slot print_timing: id  8 | task 593 | n_gen =    124, tg =   2.58 t/s, tg_3s =   2.61 t/s
5.47.979.356 I slot print_timing: id  4 | task 596 | n_gen =    124, tg =   2.59 t/s, tg_3s =   2.62 t/s
5.47.981.007 I slot print_timing: id 10 | task 595 | n_gen =    124, tg =   2.59 t/s, tg_3s =   2.62 t/s
5.50.683.044 I slot print_timing: id  7 | task 592 | n_gen =    132, tg =   2.58 t/s, tg_3s =   2.60 t/s
5.50.683.805 I slot print_timing: id  8 | task 593 | n_gen =    132, tg =   2.58 t/s, tg_3s =   2.60 t/s
5.51.061.879 I slot print_timing: id  4 | task 596 | n_gen =    132, tg =   2.59 t/s, tg_3s =   2.60 t/s
5.51.062.561 I slot print_timing: id 10 | task 595 | n_gen =    132, tg =   2.59 t/s, tg_3s =   2.60 t/s
5.53.693.775 I slot print_timing: id  7 | task 592 | n_gen =    146, tg =   2.69 t/s, tg_3s =   4.65 t/s
5.53.693.999 I slot print_timing: id  8 | task 593 | n_gen =    146, tg =   2.69 t/s, tg_3s =   4.65 t/s
5.54.223.340 I slot print_timing: id  4 | task 596 | n_gen =    147, tg =   2.72 t/s, tg_3s =   4.74 t/s
5.54.223.984 I slot print_timing: id 10 | task 595 | n_gen =    147, tg =   2.72 t/s, tg_3s =   4.74 t/s
5.56.931.369 I slot print_timing: id  7 | task 592 | n_gen =    161, tg =   2.80 t/s, tg_3s =   4.63 t/s
5.56.931.605 I slot print_timing: id  8 | task 593 | n_gen =    161, tg =   2.80 t/s, tg_3s =   4.63 t/s
5.57.226.158 I slot print_timing: id  4 | task 596 | n_gen =    161, tg =   2.82 t/s, tg_3s =   4.66 t/s
5.57.226.806 I slot print_timing: id 10 | task 595 | n_gen =    161, tg =   2.82 t/s, tg_3s =   4.66 t/s
6.00.103.835 I slot print_timing: id  7 | task 592 | n_gen =    176, tg =   2.90 t/s, tg_3s =   4.73 t/s
6.00.104.076 I slot print_timing: id  8 | task 593 | n_gen =    176, tg =   2.90 t/s, tg_3s =   4.73 t/s
6.00.376.466 I slot print_timing: id  4 | task 596 | n_gen =    176, tg =   2.92 t/s, tg_3s =   4.76 t/s
6.00.377.115 I slot print_timing: id 10 | task 595 | n_gen =    176, tg =   2.92 t/s, tg_3s =   4.76 t/s
6.03.129.894 I slot print_timing: id  7 | task 592 | n_gen =    190, tg =   2.99 t/s, tg_3s =   4.63 t/s
6.03.130.114 I slot print_timing: id  8 | task 593 | n_gen =    190, tg =   2.99 t/s, tg_3s =   4.63 t/s
6.03.499.549 I slot print_timing: id  4 | task 596 | n_gen =    191, tg =   3.01 t/s, tg_3s =   4.80 t/s
6.03.500.202 I slot print_timing: id 10 | task 595 | n_gen =    191, tg =   3.01 t/s, tg_3s =   4.80 t/s
6.06.356.484 I slot print_timing: id  7 | task 592 | n_gen =    205, tg =   3.07 t/s, tg_3s =   4.65 t/s
6.06.356.742 I slot print_timing: id  8 | task 593 | n_gen =    205, tg =   3.07 t/s, tg_3s =   4.65 t/s
6.06.648.620 I slot print_timing: id  4 | task 596 | n_gen =    205, tg =   3.08 t/s, tg_3s =   4.45 t/s
6.06.649.285 I slot print_timing: id 10 | task 595 | n_gen =    205, tg =   3.08 t/s, tg_3s =   4.45 t/s
6.09.568.345 I slot print_timing: id  7 | task 592 | n_gen =    219, tg =   3.13 t/s, tg_3s =   4.36 t/s
6.09.568.566 I slot print_timing: id  8 | task 593 | n_gen =    219, tg =   3.13 t/s, tg_3s =   4.36 t/s
6.09.819.489 I slot print_timing: id  4 | task 596 | n_gen =    219, tg =   3.14 t/s, tg_3s =   4.42 t/s
6.09.820.133 I slot print_timing: id 10 | task 595 | n_gen =    219, tg =   3.14 t/s, tg_3s =   4.42 t/s
6.12.718.035 I slot print_timing: id  7 | task 592 | n_gen =    233, tg =   3.18 t/s, tg_3s =   4.44 t/s
6.12.718.262 I slot print_timing: id  8 | task 593 | n_gen =    233, tg =   3.18 t/s, tg_3s =   4.44 t/s
6.13.013.572 I slot print_timing: id  4 | task 596 | n_gen =    233, tg =   3.20 t/s, tg_3s =   4.38 t/s
6.13.014.215 I slot print_timing: id 10 | task 595 | n_gen =    233, tg =   3.20 t/s, tg_3s =   4.38 t/s
6.16.007.920 I slot print_timing: id  7 | task 592 | n_gen =    248, tg =   3.24 t/s, tg_3s =   4.56 t/s
6.16.008.155 I slot print_timing: id  8 | task 593 | n_gen =    248, tg =   3.24 t/s, tg_3s =   4.56 t/s
6.16.222.230 I slot print_timing: id  4 | task 596 | n_gen =    248, tg =   3.26 t/s, tg_3s =   4.67 t/s
6.16.222.861 I slot print_timing: id 10 | task 595 | n_gen =    248, tg =   3.26 t/s, tg_3s =   4.67 t/s
6.17.743.066 I slot print_timing: id  7 | task 592 | prompt eval time =     388.96 ms /     4 tokens (   97.24 ms per token,    10.28 tokens per second)
6.17.743.072 I slot print_timing: id  7 | task 592 |        eval time =   77906.71 ms /   256 tokens (  305.52 ms per token,     3.27 tokens per second)
6.17.743.072 I slot print_timing: id  7 | task 592 |       total time =   78295.67 ms /   260 tokens
6.17.743.073 I slot print_timing: id  7 | task 592 |    graphs reused =        569
6.17.743.093 I slot      release: id  7 | task 592 | stop processing: n_tokens = 269, truncated = 0
6.17.743.327 I slot print_timing: id  8 | task 593 | prompt eval time =     284.12 ms /     4 tokens (   71.03 ms per token,    14.08 tokens per second)
6.17.743.329 I slot print_timing: id  8 | task 593 |        eval time =   77906.21 ms /   256 tokens (  305.51 ms per token,     3.27 tokens per second)
6.17.743.330 I slot print_timing: id  8 | task 593 |       total time =   78190.33 ms /   260 tokens
6.17.743.330 I slot print_timing: id  8 | task 593 |    graphs reused =        569
6.17.743.339 I slot      release: id  8 | task 593 | stop processing: n_tokens = 274, truncated = 0
6.17.941.446 I slot print_timing: id  4 | task 596 | prompt eval time =     627.12 ms /     4 tokens (  156.78 ms per token,     6.38 tokens per second)
6.17.941.450 I slot print_timing: id  4 | task 596 |        eval time =   77476.47 ms /   256 tokens (  303.83 ms per token,     3.29 tokens per second)
6.17.941.450 I slot print_timing: id  4 | task 596 |       total time =   78103.60 ms /   260 tokens
6.17.941.451 I slot print_timing: id  4 | task 596 |    graphs reused =        569
6.17.941.467 I slot      release: id  4 | task 596 | stop processing: n_tokens = 272, truncated = 0
6.17.941.698 I slot print_timing: id 10 | task 595 | prompt eval time =     519.39 ms /     4 tokens (  129.85 ms per token,     7.70 tokens per second)
6.17.941.700 I slot print_timing: id 10 | task 595 |        eval time =   77474.41 ms /   256 tokens (  303.82 ms per token,     3.29 tokens per second)
6.17.941.700 I slot print_timing: id 10 | task 595 |       total time =   77993.80 ms /   260 tokens
6.17.941.701 I slot print_timing: id 10 | task 595 |    graphs reused =        569
6.17.941.708 I slot      release: id 10 | task 595 | stop processing: n_tokens = 273, truncated = 0
6.18.208.947 I slot get_availabl: id 10 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.066
6.18.209.036 I slot launch_slot_: id 10 | task 853 | processing task, is_child = 0
6.18.397.962 I slot get_availabl: id  6 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.083
6.18.398.004 I slot launch_slot_: id  6 | task 854 | processing task, is_child = 0
6.18.398.129 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.062
6.18.398.155 I slot launch_slot_: id  3 | task 855 | processing task, is_child = 0
6.18.398.260 I slot get_availabl: id  7 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.052
6.18.398.285 I slot launch_slot_: id  7 | task 856 | processing task, is_child = 0
6.18.398.377 I slot get_availabl: id  4 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.062
6.18.398.400 I slot launch_slot_: id  4 | task 857 | processing task, is_child = 0
6.18.398.479 I slot get_availabl: id  5 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.052
6.18.398.500 I slot launch_slot_: id  5 | task 858 | processing task, is_child = 0
6.18.398.569 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.056
6.18.398.592 I slot launch_slot_: id  0 | task 859 | processing task, is_child = 0
6.18.398.650 I slot get_availabl: id  9 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.069
6.18.398.671 I slot launch_slot_: id  9 | task 860 | processing task, is_child = 0
6.18.398.718 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.059
6.18.398.738 I slot launch_slot_: id  2 | task 861 | processing task, is_child = 0
6.18.398.775 I slot get_availabl: id 11 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.062
6.18.398.794 I slot launch_slot_: id 11 | task 862 | processing task, is_child = 0
6.18.398.820 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.066
6.18.398.837 I slot launch_slot_: id  1 | task 863 | processing task, is_child = 0
6.18.398.852 I slot get_availabl: id  8 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.069
6.18.398.871 I slot launch_slot_: id  8 | task 864 | processing task, is_child = 0
6.36.521.866 I slot print_timing: id  0 | task 859 | n_gen =    100, tg =   5.72 t/s, tg_3s =   5.78 t/s
6.36.522.084 I slot print_timing: id  1 | task 863 | n_gen =    100, tg =   5.72 t/s, tg_3s =   5.78 t/s
6.36.522.291 I slot print_timing: id  2 | task 861 | n_gen =    100, tg =   5.72 t/s, tg_3s =   5.78 t/s
6.36.522.500 I slot print_timing: id  3 | task 855 | n_gen =    100, tg =   5.72 t/s, tg_3s =   5.78 t/s
6.36.522.704 I slot print_timing: id  4 | task 857 | n_gen =    100, tg =   5.72 t/s, tg_3s =   5.78 t/s
6.36.522.903 I slot print_timing: id  5 | task 858 | n_gen =    100, tg =   5.72 t/s, tg_3s =   5.78 t/s
6.36.523.101 I slot print_timing: id  6 | task 854 | n_gen =    100, tg =   5.72 t/s, tg_3s =   5.78 t/s
6.36.523.307 I slot print_timing: id  7 | task 856 | n_gen =    100, tg =   5.72 t/s, tg_3s =   5.78 t/s
6.36.523.507 I slot print_timing: id  8 | task 864 | n_gen =    100, tg =   5.72 t/s, tg_3s =   5.78 t/s
6.36.523.706 I slot print_timing: id  9 | task 860 | n_gen =    100, tg =   5.72 t/s, tg_3s =   5.78 t/s
6.36.523.912 I slot print_timing: id 10 | task 853 | n_gen =    100, tg =   5.72 t/s, tg_3s =   5.78 t/s
6.36.524.111 I slot print_timing: id 11 | task 862 | n_gen =    100, tg =   5.72 t/s, tg_3s =   5.78 t/s
6.39.745.870 I slot print_timing: id  0 | task 859 | n_gen =    113, tg =   5.45 t/s, tg_3s =   4.03 t/s
6.39.746.099 I slot print_timing: id  1 | task 863 | n_gen =    113, tg =   5.45 t/s, tg_3s =   4.03 t/s
6.39.746.336 I slot print_timing: id  2 | task 861 | n_gen =    113, tg =   5.45 t/s, tg_3s =   4.03 t/s
6.39.746.546 I slot print_timing: id  3 | task 855 | n_gen =    113, tg =   5.45 t/s, tg_3s =   4.03 t/s
6.39.746.755 I slot print_timing: id  4 | task 857 | n_gen =    113, tg =   5.45 t/s, tg_3s =   4.03 t/s
6.39.746.966 I slot print_timing: id  5 | task 858 | n_gen =    113, tg =   5.45 t/s, tg_3s =   4.03 t/s
6.39.747.182 I slot print_timing: id  6 | task 854 | n_gen =    113, tg =   5.45 t/s, tg_3s =   4.03 t/s
6.39.747.403 I slot print_timing: id  7 | task 856 | n_gen =    113, tg =   5.45 t/s, tg_3s =   4.03 t/s
6.39.747.631 I slot print_timing: id  8 | task 864 | n_gen =    113, tg =   5.45 t/s, tg_3s =   4.03 t/s
6.39.747.849 I slot print_timing: id  9 | task 860 | n_gen =    113, tg =   5.45 t/s, tg_3s =   4.03 t/s
6.39.748.068 I slot print_timing: id 10 | task 853 | n_gen =    113, tg =   5.45 t/s, tg_3s =   4.03 t/s
6.39.748.294 I slot print_timing: id 11 | task 862 | n_gen =    113, tg =   5.45 t/s, tg_3s =   4.03 t/s
6.42.816.619 I slot print_timing: id  0 | task 859 | n_gen =    133, tg =   5.59 t/s, tg_3s =   6.51 t/s
6.42.816.840 I slot print_timing: id  1 | task 863 | n_gen =    133, tg =   5.59 t/s, tg_3s =   6.51 t/s
6.42.817.063 I slot print_timing: id  2 | task 861 | n_gen =    133, tg =   5.59 t/s, tg_3s =   6.51 t/s
6.42.817.290 I slot print_timing: id  3 | task 855 | n_gen =    133, tg =   5.59 t/s, tg_3s =   6.51 t/s
6.42.817.510 I slot print_timing: id  4 | task 857 | n_gen =    133, tg =   5.59 t/s, tg_3s =   6.51 t/s
6.42.817.727 I slot print_timing: id  5 | task 858 | n_gen =    133, tg =   5.59 t/s, tg_3s =   6.51 t/s
6.42.817.946 I slot print_timing: id  6 | task 854 | n_gen =    133, tg =   5.59 t/s, tg_3s =   6.51 t/s
6.42.818.164 I slot print_timing: id  7 | task 856 | n_gen =    133, tg =   5.59 t/s, tg_3s =   6.51 t/s
6.42.818.383 I slot print_timing: id  8 | task 864 | n_gen =    133, tg =   5.59 t/s, tg_3s =   6.51 t/s
6.42.818.604 I slot print_timing: id  9 | task 860 | n_gen =    133, tg =   5.59 t/s, tg_3s =   6.51 t/s
6.42.818.821 I slot print_timing: id 10 | task 853 | n_gen =    133, tg =   5.59 t/s, tg_3s =   6.51 t/s
6.42.819.038 I slot print_timing: id 11 | task 862 | n_gen =    133, tg =   5.59 t/s, tg_3s =   6.51 t/s
6.45.886.598 I slot print_timing: id  0 | task 859 | n_gen =    156, tg =   5.81 t/s, tg_3s =   7.49 t/s
6.45.886.816 I slot print_timing: id  1 | task 863 | n_gen =    156, tg =   5.81 t/s, tg_3s =   7.49 t/s
6.45.887.032 I slot print_timing: id  2 | task 861 | n_gen =    156, tg =   5.81 t/s, tg_3s =   7.49 t/s
6.45.887.248 I slot print_timing: id  3 | task 855 | n_gen =    156, tg =   5.81 t/s, tg_3s =   7.49 t/s
6.45.887.470 I slot print_timing: id  4 | task 857 | n_gen =    156, tg =   5.81 t/s, tg_3s =   7.49 t/s
6.45.887.679 I slot print_timing: id  5 | task 858 | n_gen =    156, tg =   5.81 t/s, tg_3s =   7.49 t/s
6.45.887.889 I slot print_timing: id  6 | task 854 | n_gen =    156, tg =   5.81 t/s, tg_3s =   7.49 t/s
6.45.888.097 I slot print_timing: id  7 | task 856 | n_gen =    156, tg =   5.81 t/s, tg_3s =   7.49 t/s
6.45.888.313 I slot print_timing: id  8 | task 864 | n_gen =    156, tg =   5.81 t/s, tg_3s =   7.49 t/s
6.45.888.522 I slot print_timing: id  9 | task 860 | n_gen =    156, tg =   5.81 t/s, tg_3s =   7.49 t/s
6.45.888.728 I slot print_timing: id 10 | task 853 | n_gen =    156, tg =   5.81 t/s, tg_3s =   7.49 t/s
6.45.888.938 I slot print_timing: id 11 | task 862 | n_gen =    156, tg =   5.81 t/s, tg_3s =   7.49 t/s
6.48.896.614 I slot print_timing: id  0 | task 859 | n_gen =    183, tg =   6.13 t/s, tg_3s =   8.97 t/s
6.48.896.826 I slot print_timing: id  1 | task 863 | n_gen =    183, tg =   6.13 t/s, tg_3s =   8.97 t/s
6.48.897.034 I slot print_timing: id  2 | task 861 | n_gen =    183, tg =   6.13 t/s, tg_3s =   8.97 t/s
6.48.897.248 I slot print_timing: id  3 | task 855 | n_gen =    183, tg =   6.13 t/s, tg_3s =   8.97 t/s
6.48.897.457 I slot print_timing: id  4 | task 857 | n_gen =    183, tg =   6.13 t/s, tg_3s =   8.97 t/s
6.48.897.717 I slot print_timing: id  5 | task 858 | n_gen =    183, tg =   6.13 t/s, tg_3s =   8.97 t/s
6.48.897.974 I slot print_timing: id  6 | task 854 | n_gen =    183, tg =   6.13 t/s, tg_3s =   8.97 t/s
6.48.898.171 I slot print_timing: id  7 | task 856 | n_gen =    183, tg =   6.13 t/s, tg_3s =   8.97 t/s
6.48.898.371 I slot print_timing: id  8 | task 864 | n_gen =    183, tg =   6.13 t/s, tg_3s =   8.97 t/s
6.48.898.575 I slot print_timing: id  9 | task 860 | n_gen =    183, tg =   6.13 t/s, tg_3s =   8.97 t/s
